1,1,0,0,0,0,1,0,0,0,--move_sink
2,1,0,0,0,0,1,0,1,0,--wash
3,0,0,0,0,0,1,0,1,0,--wash
4,1,0,0,0,0,1,0,1,0,--wash
5,1,1,1,0,0,1,0,1,0,--move_grinder
6,0,1,0,0,0,0,0,1,0,--grid_coffee
7,0,0,0,0,0,0,0,0,0,--remove
8,1,1,0,0,0,0,0,1,0,--grid_coffee
9,0,1,0,0,0,0,0,1,0,--grid_coffee
10,0,0,0,0,0,0,0,0,0,--remove
11,0,0,0,0,0,0,0,0,0,--remove
12,0,0,0,0,0,0,0,0,0,--remove
13,0,0,0,0,0,0,0,0,0,--remove
14,0,0,0,0,0,0,0,0,0,--remove
15,0,0,0,0,0,0,0,0,0,--remove
16,0,0,0,0,0,0,0,0,0,--remove
17,0,0,0,0,0,0,0,0,0,--remove
18,0,0,0,0,0,0,0,0,0,--remove
19,0,0,0,0,0,0,0,0,0,--remove
20,0,0,0,0,0,0,0,0,0,--remove
21,0,0,0,0,0,0,0,0,0,--remove
22,0,0,0,0,0,0,0,0,0,--remove
23,0,0,0,0,0,0,0,0,0,--remove
24,0,0,0,0,0,0,0,0,0,--remove
25,0,1,0,0,0,0,0,1,1,--move_cof_mach
26,0,1,0,0,0,0,0,1,1,--move_cof_mach
27,1,0,0,0,0,0,0,1,1,--move_cof_mach
28,0,0,0,0,0,0,0,0,0,--remove
29,0,0,0,0,0,0,0,0,0,--remove
30,0,0,0,0,0,0,0,0,0,--remove
31,0,0,0,0,0,0,0,0,0,--remove
32,0,0,0,0,0,0,0,0,0,--remove
33,0,0,0,0,0,0,0,0,0,--remove
34,0,0,0,0,0,0,0,0,0,--remove
35,0,0,0,0,0,0,0,0,0,--remove
36,0,0,0,0,0,0,0,0,0,--remove
37,0,0,0,0,0,0,0,0,0,--remove
38,0,1,0,0,0,0,0,1,0,--move_cof_mach
39,0,0,0,0,0,0,0,0,0,--remove
40,0,0,0,0,0,0,0,0,0,--remove
41,0,0,0,0,0,0,0,0,0,--remove
42,0,0,0,0,0,0,0,0,0,--remove
43,1,1,0,0,0,0,0,1,0,--move_cof_mach
44,0,0,0,0,0,0,0,0,0,--remove
45,0,0,0,0,0,0,0,0,0,--remove
46,0,0,0,0,0,0,0,0,0,--remove
47,1,0,0,0,0,0,0,0,0,--make_coffe
48,0,0,0,0,0,0,0,0,0,--remove
49,1,0,0,0,0,0,0,0,0,--make_coffe
50,1,0,0,1,0,0,0,0,0,--make_coffe
51,1,0,0,1,0,0,0,0,0,--make_coffe
52,1,0,0,1,0,1,0,0,0,--make_coffe
53,0,0,0,0,0,0,0,0,0,--remove
54,0,0,0,0,0,0,0,0,0,--remove
55,0,0,0,0,0,0,0,0,0,--remove
56,0,0,0,0,0,0,0,0,0,--remove
57,0,0,0,0,0,0,0,0,0,--remove
58,0,0,0,0,0,0,0,0,0,--remove
59,0,0,0,0,0,0,0,0,0,--remove
60,0,0,0,0,0,0,0,0,0,--remove
61,0,0,0,0,0,0,0,0,0,--remove
62,0,0,0,0,0,0,0,0,0,--remove
63,0,0,0,0,0,0,0,0,0,--remove
64,0,0,0,0,0,0,0,0,0,--remove
65,0,0,0,0,0,0,0,0,0,--remove
66,0,0,0,0,0,0,0,0,0,--remove
67,0,0,0,0,0,0,0,0,0,--remove
68,0,0,0,0,0,0,0,0,0,--remove
69,0,0,0,0,0,0,0,0,0,--remove
70,0,0,0,0,0,0,0,0,0,--remove
71,0,0,0,0,0,0,0,0,0,--remove
72,0,0,0,0,0,0,0,0,0,--remove
73,0,0,0,0,0,0,0,0,0,--remove
74,0,0,0,0,0,0,0,0,0,--remove
75,0,0,0,0,0,0,0,0,0,--remove
76,1,0,0,1,0,0,0,0,0,--make_coffe
77,0,0,0,0,0,0,0,0,0,--remove
78,0,0,0,0,0,0,0,0,0,--remove
79,0,0,0,0,0,0,0,0,0,--remove
80,0,0,0,0,0,0,0,0,0,--remove
81,0,0,0,0,0,0,0,0,0,--remove
82,0,0,0,0,0,0,0,0,0,--remove
83,0,0,0,0,0,0,0,0,0,--remove
84,0,0,0,0,0,0,0,0,0,--remove
85,0,0,0,0,0,0,0,0,0,--remove
86,1,0,0,1,0,0,0,1,0,--move_sink
87,1,0,0,1,0,1,0,1,0,--move_sink
88,1,0,0,0,0,0,0,1,0,--move_sink
89,1,0,0,0,0,1,0,1,0,--move_sink
90,0,0,0,0,0,1,0,1,0,--wash
91,0,0,0,0,0,1,0,1,0,--wash
92,0,0,0,0,0,1,0,1,0,--wash
93,0,0,0,0,0,1,0,1,0,--wash
94,0,0,0,0,0,0,0,0,0,--remove
95,0,0,0,0,0,0,0,0,0,--remove
96,0,0,0,0,0,0,0,0,0,--remove
97,0,0,0,0,0,1,0,0,0,--move_fridge
98,0,0,0,0,0,0,0,0,0,--remove
99,0,0,0,0,0,0,0,0,0,--remove
100,0,0,0,0,0,0,0,0,0,--remove
101,0,0,0,0,0,0,0,0,0,--remove
102,0,0,0,0,0,0,0,0,0,--remove
103,1,1,1,0,0,0,0,0,0,--move_fridge
104,0,0,1,0,0,0,0,0,0,--take_milk_frid
105,0,0,1,0,0,0,0,0,0,--take_milk_frid
106,1,0,0,0,1,1,0,0,0,--move_sink
107,0,0,0,0,1,1,1,0,0,--add_milk
108,0,0,0,0,1,1,1,0,0,--add_milk
109,0,0,0,0,1,1,1,0,0,--add_milk
110,0,0,0,0,1,1,1,0,0,--add_milk
111,0,0,0,0,0,0,0,0,0,--remove
112,0,0,0,0,0,0,0,0,0,--remove
113,0,0,0,0,0,0,0,0,0,--remove
114,0,0,0,0,0,0,0,0,0,--remove
115,1,1,0,0,0,1,1,0,0,--move_cof_mach
116,1,0,0,0,1,1,1,0,0,--boil_milk
117,1,0,0,0,0,1,1,0,0,--boil_milk
118,1,0,0,0,0,1,1,0,0,--boil_milk
119,1,0,0,0,0,1,1,0,0,--boil_milk
120,1,0,0,0,0,1,1,0,0,--boil_milk
121,0,0,0,0,0,0,0,0,0,--remove
122,0,0,0,0,0,0,0,0,0,--remove
123,0,0,0,0,0,0,0,0,0,--remove
124,0,0,0,0,0,0,0,0,0,--remove
125,0,0,0,0,0,0,0,0,0,--remove
126,0,0,0,0,0,0,0,0,0,--remove
127,0,0,0,0,0,0,0,0,0,--remove
128,0,0,0,0,0,0,0,0,0,--remove
129,0,0,0,0,0,0,0,0,0,--remove
130,0,0,0,0,0,0,0,0,0,--remove
131,0,0,0,0,0,0,0,0,0,--remove
132,0,0,0,0,0,0,0,0,0,--remove
133,0,0,0,0,0,0,0,0,0,--remove
134,0,0,0,0,0,0,0,0,0,--remove
135,0,0,0,0,0,0,0,0,0,--remove
136,0,0,0,0,0,0,0,0,0,--remove
137,0,0,0,0,0,0,0,0,0,--remove
138,0,0,0,0,0,0,0,0,0,--remove
139,0,0,0,0,0,0,0,0,0,--remove
140,0,0,0,0,0,0,0,0,0,--remove
141,0,0,0,0,0,0,0,0,0,--remove
142,0,0,0,0,0,0,0,0,0,--remove
143,1,0,0,0,1,1,0,0,0,--move_sink
144,0,0,0,0,1,1,1,0,0,--wash
145,0,0,0,0,1,1,1,0,0,--wash
146,0,0,0,1,1,1,1,0,0,--add_milk
147,0,0,0,1,0,1,1,0,0,--add_milk
148,0,0,0,1,1,1,1,0,0,--add_milk
149,0,0,0,1,1,1,1,0,0,--add_milk
150,0,0,0,0,0,0,0,0,0,--remove
151,0,0,0,0,0,0,0,0,0,--remove
152,0,0,0,0,0,0,0,0,0,--remove
153,0,0,0,0,0,0,0,0,0,--remove
154,0,0,0,0,0,1,1,0,0,--wash
155,0,0,0,0,0,1,1,0,0,--wash
156,0,0,0,0,1,1,1,0,0,--wash
157,0,0,0,0,0,0,0,0,0,--remove
158,1,0,1,0,1,1,0,0,0,--move_fridge
159,0,0,1,0,0,0,0,0,0,--take_milk_frid
